Employee ID_recipient,Employee ID_adviser,go to reason,advice area count,energy level,Employment Type_recipient,Position Title_recipient,Date in service_recipient,On Site Frequency_recipient,Business Unit level 1_recipient,Business Unit level 2_recipient,Employment Type_adviser,Position Title_adviser,Date in service_adviser,On Site Frequency_adviser,Business Unit level 1_adviser,Business Unit level 2_adviser
2003036,3022260,"Technical
Expertise",1,Goes up,Salaried,"Director, Sales",2021-02-15,Hybrid,Brand 2,Sales - Brand 2,Salaried,Graphic Designer I,2022-06-20,Hybrid,Brand 2,Marketing - Brand 2
2003156,3023646,"Technical
Expertise",1,Stays about the same,Salaried,"Manager, Customer Service",2015-03-09,Hybrid,Brand 2,Customer Service - Brand 2,Salaried,Product Specialist II,2022-08-01,Fully Remote,Corporate,Engineering - Brand 2
2003000,3044059,,0,Goes down,Salaried,Sr. Product Specialist I,2013-02-11,Fully Remote,Corporate,Engineering - Brand 2,Salaried,"Sr. Manager, Engineering",2024-04-22,Fully Remote,Corporate,Engineering - Brand 2
2002680,3022260,"Delivering to
Customers",1,Goes up,Salaried,Collaborations Specialist I,2020-06-16,Hybrid,Brand 2,Marketing - Brand 2,Salaried,Graphic Designer I,2022-06-20,Hybrid,Brand 2,Marketing - Brand 2
2003193,2003156,"Navigating
Change,Career
Development,Delivering to
Customers,Technical
Expertise",4,Stays about the same,Salaried,"Spvsr, Customer Service I",2020-08-10,Hybrid,Brand 2,Customer Service - Brand 2,Salaried,"Manager, Customer Service",2015-03-09,Hybrid,Brand 2,Customer Service - Brand 2
2002605,3021660,"Financial
Resources,Navigating
Change,Career
Development,Delivering to
Customers,Technical
Expertise",5,Goes up sharply,Salaried,Product Manager,2016-03-02,Hybrid,Corporate,Engineering - Brand 2,Salaried,"Sr. Director, eCommerce",2022-05-09,Hybrid,Corporate,Engineering - Brand 2
3044059,3022906,"Delivering to
Customers",1,Stays about the same,Salaried,"Sr. Manager, Engineering",2024-04-22,Fully Remote,Corporate,Engineering - Brand 2,Salaried,Sr. Software Development Engineer II,2022-07-18,Fully Remote,Corporate,Engineering - Brand 2
3022812,3027478,"Delivering to
Customers",1,Stays about the same,Salaried,Designer II - UX Design,2022-07-18,Fully Remote,Corporate,Engineering - Brand 2,Salaried,Product Manager,2022-09-12,Fully Remote,Corporate,Engineering - Brand 2
3027478,3038672,"Technical
Expertise",1,Goes up sharply,Salaried,Product Manager,2022-09-12,Fully Remote,Corporate,Engineering - Brand 2,Salaried,Sr. Data Engineer I,2023-09-18,Hybrid,Corporate,Engineering - Brand 2
3043896,2002937,"Navigating
Change,Delivering to
Customers,Technical
Expertise",3,Goes up,Salaried,"Sr. Manager, Engineering",2024-04-01,Fully Remote,Brand 2,Engineering - Brand 2,Salaried,Sr. Software Development Engineer I,2016-06-23,Hybrid,Corporate,Engineering - Brand 2
3037311,3030382,"Technical
Expertise",1,Stays about the same,Salaried,Sr. Principal Software Development Engineer,2023-08-28,Fully Remote,Corporate,Engineering - Brand 2,Salaried,Principal Software Development Engineer,2022-11-14,Fully Remote,Corporate,Engineering - Brand 2
3031524,3021660,"Navigating
Change,Career
Development",2,Goes up,Salaried,"Director, Engineering",2022-11-28,Fully Remote,Corporate,Engineering - Brand 2,Salaried,"Sr. Director, eCommerce",2022-05-09,Hybrid,Corporate,Engineering - Brand 2
3030188,3027478,"Delivering to
Customers,Technical
Expertise",2,Stays about the same,Salaried,Designer II - UX Design,2022-10-31,Hybrid,Corporate,Engineering - Brand 2,Salaried,Product Manager,2022-09-12,Fully Remote,Corporate,Engineering - Brand 2
3029869,3027224,"Technical
Expertise",1,Stays about the same,Salaried,Workforce Analyst I,2013-03-05,Hybrid,Brand 2,Customer Service - Brand 2,Salaried,"SVP, Chief Human Resources Officer",2022-08-29,Fully Remote,Corporate,Leadership
2003137,2003000,"Navigating
Change,Technical
Expertise",2,Stays about the same,Salaried,"Spvsr, Customer Service I",2013-03-04,Hybrid,Brand 2,Customer Service - Brand 2,Salaried,Sr. Product Specialist I,2013-02-11,Fully Remote,Corporate,Engineering - Brand 2
2003173,2003036,"Delivering to
Customers",1,Stays about the same,Salaried,"Sr. Manager, Customer Service",2014-03-24,Hybrid,Brand 2,Customer Service - Brand 2,Salaried,"Director, Sales",2021-02-15,Hybrid,Brand 2,Sales - Brand 2
3044041,2003133,"Delivering to
Customers",1,Stays about the same,Salaried,Sr. Social Media Specialist II,2024-04-08,Hybrid,Brand 2,Marketing - Brand 2,Salaried,"Sr. Manager, Brand Marketing",2012-06-18,Hybrid,Brand 2,Marketing - Brand 2
2002937,3037311,"Technical
Expertise",1,Goes up,Salaried,Sr. Software Development Engineer I,2016-06-23,Hybrid,Corporate,Engineering - Brand 2,Salaried,Sr. Principal Software Development Engineer,2023-08-28,Fully Remote,Corporate,Engineering - Brand 2
3042755,2003036,"Delivering to
Customers",1,Goes down,Salaried,"Manager, CRM",2024-01-08,Fully Remote,Brand 2,Marketing - Brand 2,Salaried,"Director, Sales",2021-02-15,Hybrid,Brand 2,Sales - Brand 2
2003209,3043751,,0,Stays about the same,Salaried,"Manager, Merchandising",2015-11-02,Hybrid,Brand 2,Product Merchandising - Brand 2,Salaried,Merchandising Specialist II,2024-03-18,Hybrid,Brand 2,Product Merchandising - Brand 2
3029900,2003155,"Financial
Resources,Navigating
Change,Career
Development,Delivering to
Customers",4,Goes down,Salaried,"Sr. Manager, Channel Marketing",2022-11-14,Fully Remote,Brand 2,Marketing - Brand 2,Salaried,"Director, Business Line",2018-11-05,Hybrid,Brand 2,Product Merchandising - Brand 2
2002166,3007231,"Delivering to
Customers",1,Goes up,Salaried,Partner Marketing Specialist I,2014-09-29,Hybrid,Brand 2,Marketing - Brand 2,Salaried,Merchandising Specialist I,2021-03-15,Hybrid,Brand 2,Product Merchandising - Brand 2
2003186,3043896,"Delivering to
Customers",1,Stays about the same,Salaried,Product Specialist II,2014-03-26,Hybrid,Corporate,Engineering - Brand 2,Salaried,"Sr. Manager, Engineering",2024-04-01,Fully Remote,Brand 2,Engineering - Brand 2
3038672,2002394,"Navigating
Change,Technical
Expertise",2,Goes up,Salaried,Sr. Data Engineer I,2023-09-18,Hybrid,Corporate,Engineering - Brand 2,Salaried,"Manager, Product Management",2015-03-13,Hybrid,Corporate,Engineering - Brand 2
2002956,2003137,"Delivering to
Customers",1,Stays about the same,Salaried,"Manager, Customer Service",2017-05-15,Hybrid,Brand 2,Customer Service - Brand 2,Salaried,"Spvsr, Customer Service I",2013-03-04,Hybrid,Brand 2,Customer Service - Brand 2
3029400,3020739,"Navigating
Change,Technical
Expertise",2,Goes up,Hourly,Customer Service Representative 3,2022-10-17,Fully Remote,Brand 2,Customer Service - Brand 2,Salaried,"Manager, Product Sourcing",2022-03-28,Fully Remote,Brand 2,Product Merchandising - Brand 2
3031823,2002605,"Navigating
Change,Technical
Expertise",2,Goes up sharply,Hourly,Customer Service Representative 3,2022-12-19,Fully Remote,Brand 2,Customer Service - Brand 2,Salaried,Product Manager,2016-03-02,Hybrid,Corporate,Engineering - Brand 2
2002934,2003133,"Delivering to
Customers",1,Stays about the same,Salaried,Sr. Marketing Specialist II,2013-10-16,Hybrid,Brand 2,Marketing - Brand 2,Salaried,"Sr. Manager, Brand Marketing",2012-06-18,Hybrid,Brand 2,Marketing - Brand 2
2003133,2003148,"Financial
Resources,Navigating
Change,Career
Development,Delivering to
Customers,Technical
Expertise",5,Goes up,Salaried,"Sr. Manager, Brand Marketing",2012-06-18,Hybrid,Brand 2,Marketing - Brand 2,Salaried,"Sr. Director, Marketing",2015-11-16,Hybrid,Brand 2,Marketing - Brand 2
2002939,2003174,,0,Goes up sharply,Salaried,Product Sourcing Analyst II,2020-11-30,Hybrid,Brand 2,Product Merchandising - Brand 2,Salaried,Buyer II,2018-04-05,Hybrid,Corporate,Supply Chain
2003109,2003186,"Delivering to
Customers,Technical
Expertise",2,Stays about the same,Hourly,Lead Customer Service Representative 5,2021-01-25,Fully Remote,Brand 2,Customer Service - Brand 2,Salaried,Product Specialist II,2014-03-26,Hybrid,Corporate,Engineering - Brand 2
3020739,3009145,"Navigating
Change,Technical
Expertise",2,Goes up sharply,Salaried,"Manager, Product Sourcing",2022-03-28,Fully Remote,Brand 2,Product Merchandising - Brand 2,Salaried,Industrial Engineer II,2021-07-06,Site Critical,Operations,Manufacturing Technology
2003148,2003173,"Navigating
Change,Delivering to
Customers",2,Goes up sharply,Salaried,"Sr. Director, Marketing",2015-11-16,Hybrid,Brand 2,Marketing - Brand 2,Salaried,"Sr. Manager, Customer Service",2014-03-24,Hybrid,Brand 2,Customer Service - Brand 2
3021660,2002605,"Delivering to
Customers,Technical
Expertise",2,Goes up sharply,Salaried,"Sr. Director, eCommerce",2022-05-09,Hybrid,Corporate,Engineering - Brand 2,Salaried,Product Manager,2016-03-02,Hybrid,Corporate,Engineering - Brand 2
2003115,3031620,,0,,Salaried,Social Media Specialist I,2021-03-01,Hybrid,Brand 2,Marketing - Brand 2,Salaried,Graphic Designer I,2022-12-05,Fully Remote,Brand 2,Marketing - Brand 2
3023032,3030382,"Technical
Expertise",1,Stays about the same,Salaried,Sr. Software Development Engineer II,2022-07-18,Fully Remote,Corporate,Engineering - Brand 2,Salaried,Principal Software Development Engineer,2022-11-14,Fully Remote,Corporate,Engineering - Brand 2
2002909,2003018,"Delivering to
Customers",1,Goes up,Salaried,Sr. Principal Designer - UX Design,2015-11-18,Hybrid,Corporate,Engineering - Brand 2,Salaried,"Sr. Manager, Merchandising",2015-03-04,Hybrid,Brand 2,Product Merchandising - Brand 2
3042739,3030382,"Navigating
Change,Delivering to
Customers,Technical
Expertise",3,Goes up sharply,Salaried,Sr. Principal Data Engineer,2024-01-16,Fully Remote,Corporate,Engineering - Brand 2,Salaried,Principal Software Development Engineer,2022-11-14,Fully Remote,Corporate,Engineering - Brand 2
3029814,3027478,,0,Stays about the same,Salaried,"Director, UX Design",2022-10-31,Fully Remote,Corporate,Engineering - Brand 2,Salaried,Product Manager,2022-09-12,Fully Remote,Corporate,Engineering - Brand 2
3033414,2002639,"Delivering to
Customers,Technical
Expertise",2,Stays about the same,Salaried,Sr. Merchandising Specialist I,2023-04-10,Fully Remote,Brand 2,Product Merchandising - Brand 2,Salaried,"Spvsr, Supply Chain II",2018-07-23,Hybrid,Corporate,Supply Chain
3043751,2003018,"Delivering to
Customers",1,Goes up sharply,Salaried,Merchandising Specialist II,2024-03-18,Hybrid,Brand 2,Product Merchandising - Brand 2,Salaried,"Sr. Manager, Merchandising",2015-03-04,Hybrid,Brand 2,Product Merchandising - Brand 2
2002893,3019186,"Technical
Expertise",1,Stays about the same,Hourly,Customer Service Representative 4,2012-11-26,Hybrid,Brand 2,Customer Service - Brand 2,Salaried,"Director, Legal",2022-01-18,Hybrid,Corporate,Legal
2002643,2003018,"Delivering to
Customers,Technical
Expertise",2,Goes down,Salaried,"Manager, Marketing",2021-05-03,Hybrid,Brand 2,Marketing - Brand 2,Salaried,"Sr. Manager, Merchandising",2015-03-04,Hybrid,Brand 2,Product Merchandising - Brand 2
2002252,2002394,"Technical
Expertise",1,Goes down,Hourly,Customer Service Representative 3,2017-07-25,Hybrid,Brand 2,Customer Service - Brand 2,Salaried,"Manager, Product Management",2015-03-13,Hybrid,Corporate,Engineering - Brand 2
3007231,2003133,"Delivering to
Customers",1,Stays about the same,Salaried,Merchandising Specialist I,2021-03-15,Hybrid,Brand 2,Product Merchandising - Brand 2,Salaried,"Sr. Manager, Brand Marketing",2012-06-18,Hybrid,Brand 2,Marketing - Brand 2
3034698,3025961,,0,Stays about the same,Salaried,Sr. Software Development Engineer I,2023-07-10,Fully Remote,Corporate,Engineering - Brand 2,Salaried,Sr. Software Development Engineer I,2022-08-29,Fully Remote,Corporate,Engineering - Brand 2
3022260,2003018,"Delivering to
Customers,Technical
Expertise",2,Stays about the same,Salaried,Graphic Designer I,2022-06-20,Hybrid,Brand 2,Marketing - Brand 2,Salaried,"Sr. Manager, Merchandising",2015-03-04,Hybrid,Brand 2,Product Merchandising - Brand 2
2002394,3029814,"Delivering to
Customers",1,Goes up sharply,Salaried,"Manager, Product Management",2015-03-13,Hybrid,Corporate,Engineering - Brand 2,Salaried,"Director, UX Design",2022-10-31,Fully Remote,Corporate,Engineering - Brand 2
3022906,2003186,"Delivering to
Customers",1,Goes up sharply,Salaried,Sr. Software Development Engineer II,2022-07-18,Fully Remote,Corporate,Engineering - Brand 2,Salaried,Product Specialist II,2014-03-26,Hybrid,Corporate,Engineering - Brand 2
2003199,2003156,"Delivering to
Customers",1,Stays about the same,Hourly,Customer Service Representative 4,2021-03-01,Hybrid,Brand 2,Customer Service - Brand 2,Salaried,"Manager, Customer Service",2015-03-09,Hybrid,Brand 2,Customer Service - Brand 2
2003155,3020739,"Navigating
Change,Delivering to
Customers,Technical
Expertise",3,Goes up,Salaried,"Director, Business Line",2018-11-05,Hybrid,Brand 2,Product Merchandising - Brand 2,Salaried,"Manager, Product Sourcing",2022-03-28,Fully Remote,Brand 2,Product Merchandising - Brand 2
3040598,2003173,"Navigating
Change,Delivering to
Customers",2,Stays about the same,Salaried,"VP, GM Brand 2",2023-10-04,Fully Remote,Corporate,Leadership,Salaried,"Sr. Manager, Customer Service",2014-03-24,Hybrid,Brand 2,Customer Service - Brand 2
2002936,2002166,"Career
Development,Delivering to
Customers,Technical
Expertise",3,Goes up,Hourly,Customer Service Representative 4,2020-08-10,Hybrid,Brand 2,Customer Service - Brand 2,Salaried,Partner Marketing Specialist I,2014-09-29,Hybrid,Brand 2,Marketing - Brand 2
2003036,3042755,"Delivering to
Customers,Technical
Expertise",2,Goes up,Salaried,"Director, Sales",2021-02-15,Hybrid,Brand 2,Sales - Brand 2,Salaried,"Manager, CRM",2024-01-08,Fully Remote,Brand 2,Marketing - Brand 2
2003156,2002895,"Delivering to
Customers",1,Goes up,Salaried,"Manager, Customer Service",2015-03-09,Hybrid,Brand 2,Customer Service - Brand 2,Salaried,"Spvsr, Customer Service I",2015-03-30,Hybrid,Brand 2,Customer Service - Brand 2
2003000,2002330,"Technical
Expertise",1,Goes up sharply,Salaried,Sr. Product Specialist I,2013-02-11,Fully Remote,Corporate,Engineering - Brand 2,Salaried,Product Manager,2017-06-19,Fully Remote,Corporate,Technology
2002680,2002934,"Delivering to
Customers",1,Goes up,Salaried,Collaborations Specialist I,2020-06-16,Hybrid,Brand 2,Marketing - Brand 2,Salaried,Sr. Marketing Specialist II,2013-10-16,Hybrid,Brand 2,Marketing - Brand 2
2003193,3029869,"Delivering to
Customers,Technical
Expertise",2,Stays about the same,Salaried,"Spvsr, Customer Service I",2020-08-10,Hybrid,Brand 2,Customer Service - Brand 2,Salaried,Workforce Analyst I,2013-03-05,Hybrid,Brand 2,Customer Service - Brand 2
2002605,3031524,"Career
Development,Technical
Expertise",2,Goes up,Salaried,Product Manager,2016-03-02,Hybrid,Corporate,Engineering - Brand 2,Salaried,"Director, Engineering",2022-11-28,Fully Remote,Corporate,Engineering - Brand 2
3044059,3023032,"Delivering to
Customers",1,Stays about the same,Salaried,"Sr. Manager, Engineering",2024-04-22,Fully Remote,Corporate,Engineering - Brand 2,Salaried,Sr. Software Development Engineer II,2022-07-18,Fully Remote,Corporate,Engineering - Brand 2
3022812,2002394,"Delivering to
Customers",1,Goes up sharply,Salaried,Designer II - UX Design,2022-07-18,Fully Remote,Corporate,Engineering - Brand 2,Salaried,"Manager, Product Management",2015-03-13,Hybrid,Corporate,Engineering - Brand 2
3027478,2003018,"Navigating
Change,Delivering to
Customers",2,Goes up,Salaried,Product Manager,2022-09-12,Fully Remote,Corporate,Engineering - Brand 2,Salaried,"Sr. Manager, Merchandising",2015-03-04,Hybrid,Brand 2,Product Merchandising - Brand 2
3043340,3031524,"Career
Development,Technical
Expertise",2,Stays about the same,Salaried,Software Development Engineer II,2024-02-20,Fully Remote,Corporate,Engineering - Brand 2,Salaried,"Director, Engineering",2022-11-28,Fully Remote,Corporate,Engineering - Brand 2
3043896,3043340,"Delivering to
Customers,Technical
Expertise",2,Goes up,Salaried,"Sr. Manager, Engineering",2024-04-01,Fully Remote,Brand 2,Engineering - Brand 2,Salaried,Software Development Engineer II,2024-02-20,Fully Remote,Corporate,Engineering - Brand 2
3031524,2003000,"Delivering to
Customers,Technical
Expertise",2,Goes up,Salaried,"Director, Engineering",2022-11-28,Fully Remote,Corporate,Engineering - Brand 2,Salaried,Sr. Product Specialist I,2013-02-11,Fully Remote,Corporate,Engineering - Brand 2
3029869,3021660,"Technical
Expertise",1,Stays about the same,Salaried,Workforce Analyst I,2013-03-05,Hybrid,Brand 2,Customer Service - Brand 2,Salaried,"Sr. Director, eCommerce",2022-05-09,Hybrid,Corporate,Engineering - Brand 2
2003137,2003156,"Delivering to
Customers,Technical
Expertise",2,Stays about the same,Salaried,"Spvsr, Customer Service I",2013-03-04,Hybrid,Brand 2,Customer Service - Brand 2,Salaried,"Manager, Customer Service",2015-03-09,Hybrid,Brand 2,Customer Service - Brand 2
2003173,2003148,"Navigating
Change,Career
Development",2,Goes up,Salaried,"Sr. Manager, Customer Service",2014-03-24,Hybrid,Brand 2,Customer Service - Brand 2,Salaried,"Sr. Director, Marketing",2015-11-16,Hybrid,Brand 2,Marketing - Brand 2
3044041,3043751,"Delivering to
Customers,Technical
Expertise",2,Stays about the same,Salaried,Sr. Social Media Specialist II,2024-04-08,Hybrid,Brand 2,Marketing - Brand 2,Salaried,Merchandising Specialist II,2024-03-18,Hybrid,Brand 2,Product Merchandising - Brand 2
2003136,3023646,"Technical
Expertise",1,Stays about the same,Hourly,Customer Service Representative 3,2021-02-22,Fully Remote,Brand 2,Customer Service - Brand 2,Salaried,Product Specialist II,2022-08-01,Fully Remote,Corporate,Engineering - Brand 2
2002937,3043896,"Financial
Resources,Navigating
Change,Career
Development",3,Goes up,Salaried,Sr. Software Development Engineer I,2016-06-23,Hybrid,Corporate,Engineering - Brand 2,Salaried,"Sr. Manager, Engineering",2024-04-01,Fully Remote,Brand 2,Engineering - Brand 2
3042755,2003133,"Navigating
Change,Delivering to
Customers",2,Goes up,Salaried,"Manager, CRM",2024-01-08,Fully Remote,Brand 2,Marketing - Brand 2,Salaried,"Sr. Manager, Brand Marketing",2012-06-18,Hybrid,Brand 2,Marketing - Brand 2
2003209,2003133,,0,Stays about the same,Salaried,"Manager, Merchandising",2015-11-02,Hybrid,Brand 2,Product Merchandising - Brand 2,Salaried,"Sr. Manager, Brand Marketing",2012-06-18,Hybrid,Brand 2,Marketing - Brand 2
3029900,3040598,"Financial
Resources,Navigating
Change,Career
Development,Delivering to
Customers",4,Goes up sharply,Salaried,"Sr. Manager, Channel Marketing",2022-11-14,Fully Remote,Brand 2,Marketing - Brand 2,Salaried,"VP, GM Brand 2",2023-10-04,Fully Remote,Corporate,Leadership
2002166,3043751,"Navigating
Change,Delivering to
Customers,Technical
Expertise",3,Goes up,Salaried,Partner Marketing Specialist I,2014-09-29,Hybrid,Brand 2,Marketing - Brand 2,Salaried,Merchandising Specialist II,2024-03-18,Hybrid,Brand 2,Product Merchandising - Brand 2
2003186,3034698,"Delivering to
Customers,Technical
Expertise",2,Goes up,Salaried,Product Specialist II,2014-03-26,Hybrid,Corporate,Engineering - Brand 2,Salaried,Sr. Software Development Engineer I,2023-07-10,Fully Remote,Corporate,Engineering - Brand 2
3038672,3040598,"Navigating
Change,Delivering to
Customers",2,Goes up sharply,Salaried,Sr. Data Engineer I,2023-09-18,Hybrid,Corporate,Engineering - Brand 2,Salaried,"VP, GM Brand 2",2023-10-04,Fully Remote,Corporate,Leadership
3029400,2003115,"Navigating
Change,Delivering to
Customers",2,Goes up,Hourly,Customer Service Representative 3,2022-10-17,Fully Remote,Brand 2,Customer Service - Brand 2,Salaried,Social Media Specialist I,2021-03-01,Hybrid,Brand 2,Marketing - Brand 2
2002934,2003018,"Navigating
Change,Delivering to
Customers,Technical
Expertise",3,Goes up sharply,Salaried,Sr. Marketing Specialist II,2013-10-16,Hybrid,Brand 2,Marketing - Brand 2,Salaried,"Sr. Manager, Merchandising",2015-03-04,Hybrid,Brand 2,Product Merchandising - Brand 2
2003133,3042755,,0,Goes up,Salaried,"Sr. Manager, Brand Marketing",2012-06-18,Hybrid,Brand 2,Marketing - Brand 2,Salaried,"Manager, CRM",2024-01-08,Fully Remote,Brand 2,Marketing - Brand 2
3025961,3034698,"Technical
Expertise",1,Stays about the same,Salaried,Sr. Software Development Engineer I,2022-08-29,Fully Remote,Corporate,Engineering - Brand 2,Salaried,Sr. Software Development Engineer I,2023-07-10,Fully Remote,Corporate,Engineering - Brand 2
2003109,2002605,"Delivering to
Customers,Technical
Expertise",2,Stays about the same,Hourly,Lead Customer Service Representative 5,2021-01-25,Fully Remote,Brand 2,Customer Service - Brand 2,Salaried,Product Manager,2016-03-02,Hybrid,Corporate,Engineering - Brand 2
3020739,2002864,"Navigating
Change,Career
Development,Technical
Expertise",3,Goes up sharply,Salaried,"Manager, Product Sourcing",2022-03-28,Fully Remote,Brand 2,Product Merchandising - Brand 2,Salaried,Sr. Environmental Health & Safety Manager,2019-04-29,Hybrid,Operations,Environmental Health & Safety
2003148,2002643,"Delivering to
Customers",1,Goes up sharply,Salaried,"Sr. Director, Marketing",2015-11-16,Hybrid,Brand 2,Marketing - Brand 2,Salaried,"Manager, Marketing",2021-05-03,Hybrid,Brand 2,Marketing - Brand 2
3021660,2002394,"Delivering to
Customers,Technical
Expertise",2,Goes up sharply,Salaried,"Sr. Director, eCommerce",2022-05-09,Hybrid,Corporate,Engineering - Brand 2,Salaried,"Manager, Product Management",2015-03-13,Hybrid,Corporate,Engineering - Brand 2
3029349,2003173,"Delivering to
Customers",1,Goes up,Hourly,Customer Service Representative 4,2022-10-10,Fully Remote,Brand 2,Customer Service - Brand 2,Salaried,"Sr. Manager, Customer Service",2014-03-24,Hybrid,Brand 2,Customer Service - Brand 2
2003115,2003133,"Delivering to
Customers",1,Goes up,Salaried,Social Media Specialist I,2021-03-01,Hybrid,Brand 2,Marketing - Brand 2,Salaried,"Sr. Manager, Brand Marketing",2012-06-18,Hybrid,Brand 2,Marketing - Brand 2
3023032,3031524,"Navigating
Change",1,Stays about the same,Salaried,Sr. Software Development Engineer II,2022-07-18,Fully Remote,Corporate,Engineering - Brand 2,Salaried,"Director, Engineering",2022-11-28,Fully Remote,Corporate,Engineering - Brand 2
2002910,2003018,"Delivering to
Customers,Technical
Expertise",2,Goes up,Hourly,Customer Service Representative 4,2020-05-26,Hybrid,Brand 2,Customer Service - Brand 2,Salaried,"Sr. Manager, Merchandising",2015-03-04,Hybrid,Brand 2,Product Merchandising - Brand 2
2002909,3027478,"Delivering to
Customers,Technical
Expertise",2,Stays about the same,Salaried,Sr. Principal Designer - UX Design,2015-11-18,Hybrid,Corporate,Engineering - Brand 2,Salaried,Product Manager,2022-09-12,Fully Remote,Corporate,Engineering - Brand 2
3042739,2002394,"Delivering to
Customers,Technical
Expertise",2,Goes up,Salaried,Sr. Principal Data Engineer,2024-01-16,Fully Remote,Corporate,Engineering - Brand 2,Salaried,"Manager, Product Management",2015-03-13,Hybrid,Corporate,Engineering - Brand 2
3029814,3022701,,0,Goes up,Salaried,"Director, UX Design",2022-10-31,Fully Remote,Corporate,Engineering - Brand 2,Salaried,Sr. Web Analyst II,2022-07-05,Fully Remote,Corporate,Marketing
3033414,2003191,"Financial
Resources,Delivering to
Customers",2,Goes down,Salaried,Sr. Merchandising Specialist I,2023-04-10,Fully Remote,Brand 2,Product Merchandising - Brand 2,Salaried,"Director, Finance",2017-08-07,Hybrid,Corporate,Finance
3043751,3045090,,0,Goes up sharply,Salaried,Merchandising Specialist II,2024-03-18,Hybrid,Brand 2,Product Merchandising - Brand 2,Salaried,CRM Manager II,2024-07-08,Hybrid,Brand 2,Marketing - Brand 2
2002893,3029869,"Navigating
Change,Delivering to
Customers,Technical
Expertise",3,Goes up,Hourly,Customer Service Representative 4,2012-11-26,Hybrid,Brand 2,Customer Service - Brand 2,Salaried,Workforce Analyst I,2013-03-05,Hybrid,Brand 2,Customer Service - Brand 2
2002643,2003209,"Delivering to
Customers",1,Goes down,Salaried,"Manager, Marketing",2021-05-03,Hybrid,Brand 2,Marketing - Brand 2,Salaried,"Manager, Merchandising",2015-11-02,Hybrid,Brand 2,Product Merchandising - Brand 2
3007231,3022260,"Delivering to
Customers",1,Goes up,Salaried,Merchandising Specialist I,2021-03-15,Hybrid,Brand 2,Product Merchandising - Brand 2,Salaried,Graphic Designer I,2022-06-20,Hybrid,Brand 2,Marketing - Brand 2
3034698,3043896,,0,Goes down,Salaried,Sr. Software Development Engineer I,2023-07-10,Fully Remote,Corporate,Engineering - Brand 2,Salaried,"Sr. Manager, Engineering",2024-04-01,Fully Remote,Brand 2,Engineering - Brand 2
2002210,2002166,"Delivering to
Customers,Technical
Expertise",2,Goes up,Hourly,Customer Service Representative 4,2018-09-11,Hybrid,Brand 2,Customer Service - Brand 2,Salaried,Partner Marketing Specialist I,2014-09-29,Hybrid,Brand 2,Marketing - Brand 2
3022260,3007231,"Delivering to
Customers",1,Stays about the same,Salaried,Graphic Designer I,2022-06-20,Hybrid,Brand 2,Marketing - Brand 2,Salaried,Merchandising Specialist I,2021-03-15,Hybrid,Brand 2,Product Merchandising - Brand 2
2002394,3031524,"Navigating
Change,Technical
Expertise",2,Goes up,Salaried,"Manager, Product Management",2015-03-13,Hybrid,Corporate,Engineering - Brand 2,Salaried,"Director, Engineering",2022-11-28,Fully Remote,Corporate,Engineering - Brand 2
2003155,2003209,"Delivering to
Customers",1,Stays about the same,Salaried,"Director, Business Line",2018-11-05,Hybrid,Brand 2,Product Merchandising - Brand 2,Salaried,"Manager, Merchandising",2015-11-02,Hybrid,Brand 2,Product Merchandising - Brand 2
3040598,3033414,"Financial
Resources,Delivering to
Customers",2,Stays about the same,Salaried,"VP, GM Brand 2",2023-10-04,Fully Remote,Corporate,Leadership,Salaried,Sr. Merchandising Specialist I,2023-04-10,Fully Remote,Brand 2,Product Merchandising - Brand 2
2002936,3029900,"Delivering to
Customers,Technical
Expertise",2,Stays about the same,Hourly,Customer Service Representative 4,2020-08-10,Hybrid,Brand 2,Customer Service - Brand 2,Salaried,"Sr. Manager, Channel Marketing",2022-11-14,Fully Remote,Brand 2,Marketing - Brand 2
2003036,3031509,"Delivering to
Customers,Technical
Expertise",2,Stays about the same,Salaried,"Director, Sales",2021-02-15,Hybrid,Brand 2,Sales - Brand 2,Salaried,Sr. Digital Marketing Specialist II,2022-12-05,Fully Remote,Corporate,Marketing
2003156,2003193,"Delivering to
Customers",1,Stays about the same,Salaried,"Manager, Customer Service",2015-03-09,Hybrid,Brand 2,Customer Service - Brand 2,Salaried,"Spvsr, Customer Service I",2020-08-10,Hybrid,Brand 2,Customer Service - Brand 2
2003000,2002940,"Technical
Expertise",1,Stays about the same,Salaried,Sr. Product Specialist I,2013-02-11,Fully Remote,Corporate,Engineering - Brand 2,Salaried,"Sr. Manager, Transportation & Logistics",2011-04-27,Hybrid,Corporate,Supply Chain
2003193,2003137,"Delivering to
Customers",1,Stays about the same,Salaried,"Spvsr, Customer Service I",2020-08-10,Hybrid,Brand 2,Customer Service - Brand 2,Salaried,"Spvsr, Customer Service I",2013-03-04,Hybrid,Brand 2,Customer Service - Brand 2
2002605,3022701,"Financial
Resources,Delivering to
Customers,Technical
Expertise",3,Goes up sharply,Salaried,Product Manager,2016-03-02,Hybrid,Corporate,Engineering - Brand 2,Salaried,Sr. Web Analyst II,2022-07-05,Fully Remote,Corporate,Marketing
3044059,2002394,"Navigating
Change,Delivering to
Customers",2,Goes up,Salaried,"Sr. Manager, Engineering",2024-04-22,Fully Remote,Corporate,Engineering - Brand 2,Salaried,"Manager, Product Management",2015-03-13,Hybrid,Corporate,Engineering - Brand 2
