Employee ID_sender,Employee ID_receiver,relevanceScore,On Site Frequency_sender,Position Title_sender,Date in service_sender,Business Unit level 1_sender,Business Unit level 2_sender,On Site Frequency_receiver,Position Title_receiver,Date in service_receiver,Business Unit level 1_receiver,Business Unit level 2_receiver,Years in service_sender,Years in service_receiver
2002724,2004720,58.0,Hybrid,Lead Customer Service Representative 5,2020-06-16,Brand 2,Customer Service - Brand 2,Fully Remote,"Sr. Manager, Creative Design",2014-03-17,Brand 1 Consumer,Consumer,4.16,10.42
2002724,2024007,39.0,Hybrid,Lead Customer Service Representative 5,2020-06-16,Brand 2,Customer Service - Brand 2,Hybrid,Sr. Talent Acquisition Partner I,2019-08-12,Corporate,Human Resources,4.16,5.01
2002724,3006414,19.0,Hybrid,Lead Customer Service Representative 5,2020-06-16,Brand 2,Customer Service - Brand 2,Site Critical,Lead Machine Operator 5,2021-01-19,Operations,Manufacturing-Brand 1,4.16,3.57
2003155,2003209,2753.0,Hybrid,"Director, Business Line",2018-11-05,Brand 2,Product Merchandising - Brand 2,Hybrid,"Manager, Merchandising",2015-11-02,Brand 2,Product Merchandising - Brand 2,5.78,8.79
2003155,3040598,1845.0,Hybrid,"Director, Business Line",2018-11-05,Brand 2,Product Merchandising - Brand 2,Fully Remote,"VP, GM Brand 2",2023-10-04,Corporate,Leadership,5.78,0.86
2003155,3020739,1749.0,Hybrid,"Director, Business Line",2018-11-05,Brand 2,Product Merchandising - Brand 2,Fully Remote,"Manager, Product Sourcing",2022-03-28,Brand 2,Product Merchandising - Brand 2,5.78,2.38
2003155,3033414,1693.0,Hybrid,"Director, Business Line",2018-11-05,Brand 2,Product Merchandising - Brand 2,Fully Remote,Sr. Merchandising Specialist I,2023-04-10,Brand 2,Product Merchandising - Brand 2,5.78,1.35
2003155,2003018,1309.0,Hybrid,"Director, Business Line",2018-11-05,Brand 2,Product Merchandising - Brand 2,Hybrid,"Sr. Manager, Merchandising",2015-03-04,Brand 2,Product Merchandising - Brand 2,5.78,9.45
2003155,2003036,1090.0,Hybrid,"Director, Business Line",2018-11-05,Brand 2,Product Merchandising - Brand 2,Hybrid,"Director, Sales",2021-02-15,Brand 2,Sales - Brand 2,5.78,3.49
2003155,3043751,870.0,Hybrid,"Director, Business Line",2018-11-05,Brand 2,Product Merchandising - Brand 2,Hybrid,Merchandising Specialist II,2024-03-18,Brand 2,Product Merchandising - Brand 2,5.78,0.41
2003155,3042370,835.0,Hybrid,"Director, Business Line",2018-11-05,Brand 2,Product Merchandising - Brand 2,Fully Remote,"Director, Growth - Brand 2",2023-11-27,Brand 2,Marketing - Brand 2,5.78,0.71
2003155,2002605,673.0,Hybrid,"Director, Business Line",2018-11-05,Brand 2,Product Merchandising - Brand 2,Hybrid,Product Manager,2016-03-02,Corporate,Engineering - Brand 2,5.78,8.45
3025972,2003036,4049.0,Fully Remote,Sr. Account Service Manager I,2022-08-22,Brand 2,Sales - Brand 2,Hybrid,"Director, Sales",2021-02-15,Brand 2,Sales - Brand 2,1.98,3.49
3025972,2003112,2117.0,Fully Remote,Sr. Account Service Manager I,2022-08-22,Brand 2,Sales - Brand 2,Hybrid,Sr. Account Service Manager I,2021-05-10,Brand 2,Sales - Brand 2,1.98,3.26
3025972,2001171,202.0,Fully Remote,Sr. Account Service Manager I,2022-08-22,Brand 2,Sales - Brand 2,Site Critical,"Spvsr, Lab Process II",2010-05-24,Operations,Manufacturing-Brand 1,1.98,14.23
3025972,2002271,178.0,Fully Remote,Sr. Account Service Manager I,2022-08-22,Brand 2,Sales - Brand 2,Site Critical,Order Expediter 4,2017-04-10,Operations,Manufacturing-Brand 1,1.98,7.35
2002435,2002895,95.0,Fully Remote,Customer Service Representative 3,2020-09-03,Brand 2,Customer Service - Brand 2,Hybrid,"Spvsr, Customer Service I",2015-03-30,Brand 2,Customer Service - Brand 2,3.95,9.38
2002435,2002956,67.0,Fully Remote,Customer Service Representative 3,2020-09-03,Brand 2,Customer Service - Brand 2,Hybrid,"Manager, Customer Service",2017-05-15,Brand 2,Customer Service - Brand 2,3.95,7.25
2002435,2008189,38.0,Fully Remote,Customer Service Representative 3,2020-09-03,Brand 2,Customer Service - Brand 2,Hybrid,Partner Fulfillment Manager I,2008-06-23,Operations,Manufacturing-Brand 1,3.95,16.15
2003193,2002210,155.0,Hybrid,"Spvsr, Customer Service I",2020-08-10,Brand 2,Customer Service - Brand 2,Hybrid,Customer Service Representative 4,2018-09-11,Brand 2,Customer Service - Brand 2,4.01,5.93
2003193,2003173,112.0,Hybrid,"Spvsr, Customer Service I",2020-08-10,Brand 2,Customer Service - Brand 2,Hybrid,"Sr. Manager, Customer Service",2014-03-24,Brand 2,Customer Service - Brand 2,4.01,10.4
2003193,2003180,111.0,Hybrid,"Spvsr, Customer Service I",2020-08-10,Brand 2,Customer Service - Brand 2,Hybrid,Customer Service Representative 4,2019-08-20,Brand 2,Customer Service - Brand 2,4.01,4.99
2003193,2002936,80.0,Hybrid,"Spvsr, Customer Service I",2020-08-10,Brand 2,Customer Service - Brand 2,Hybrid,Customer Service Representative 4,2020-08-10,Brand 2,Customer Service - Brand 2,4.01,4.01
2003193,2002166,69.0,Hybrid,"Spvsr, Customer Service I",2020-08-10,Brand 2,Customer Service - Brand 2,Hybrid,Partner Marketing Specialist I,2014-09-29,Brand 2,Marketing - Brand 2,4.01,9.88
2003193,2008189,65.0,Hybrid,"Spvsr, Customer Service I",2020-08-10,Brand 2,Customer Service - Brand 2,Hybrid,Partner Fulfillment Manager I,2008-06-23,Operations,Manufacturing-Brand 1,4.01,16.15
2003193,3028421,37.0,Hybrid,"Spvsr, Customer Service I",2020-08-10,Brand 2,Customer Service - Brand 2,Site Critical,Office Administrator 2,2022-09-26,Operations,Environmental Health & Safety,4.01,1.88
2002934,2003133,1115.0,Hybrid,Sr. Marketing Specialist II,2013-10-16,Brand 2,Marketing - Brand 2,Hybrid,"Sr. Manager, Brand Marketing",2012-06-18,Brand 2,Marketing - Brand 2,10.83,12.16
2002934,2003148,1028.0,Hybrid,Sr. Marketing Specialist II,2013-10-16,Brand 2,Marketing - Brand 2,Hybrid,"Sr. Director, Marketing",2015-11-16,Brand 2,Marketing - Brand 2,10.83,8.75
2002934,2002643,534.0,Hybrid,Sr. Marketing Specialist II,2013-10-16,Brand 2,Marketing - Brand 2,Hybrid,"Manager, Marketing",2021-05-03,Brand 2,Marketing - Brand 2,10.83,3.28
2002934,2003036,275.0,Hybrid,Sr. Marketing Specialist II,2013-10-16,Brand 2,Marketing - Brand 2,Hybrid,"Director, Sales",2021-02-15,Brand 2,Sales - Brand 2,10.83,3.49
2002934,3044041,252.0,Hybrid,Sr. Marketing Specialist II,2013-10-16,Brand 2,Marketing - Brand 2,Hybrid,Sr. Social Media Specialist II,2024-04-08,Brand 2,Marketing - Brand 2,10.83,0.35
2002210,2003173,540.0,Hybrid,Customer Service Representative 4,2018-09-11,Brand 2,Customer Service - Brand 2,Hybrid,"Sr. Manager, Customer Service",2014-03-24,Brand 2,Customer Service - Brand 2,5.93,10.4
2002210,3020739,496.0,Hybrid,Customer Service Representative 4,2018-09-11,Brand 2,Customer Service - Brand 2,Fully Remote,"Manager, Product Sourcing",2022-03-28,Brand 2,Product Merchandising - Brand 2,5.93,2.38
2002210,2002027,267.0,Hybrid,Customer Service Representative 4,2018-09-11,Brand 2,Customer Service - Brand 2,Site Critical,Production Manager,2016-02-22,Operations,Manufacturing-Brand 1,5.93,8.48
2002210,2002599,227.0,Hybrid,Customer Service Representative 4,2018-09-11,Brand 2,Customer Service - Brand 2,Site Critical,"Director, Quality",2018-06-04,Operations,Manufacturing-Brand 1,5.93,6.2
2002210,2002271,194.0,Hybrid,Customer Service Representative 4,2018-09-11,Brand 2,Customer Service - Brand 2,Site Critical,Order Expediter 4,2017-04-10,Operations,Manufacturing-Brand 1,5.93,7.35
2002210,3029869,180.0,Hybrid,Customer Service Representative 4,2018-09-11,Brand 2,Customer Service - Brand 2,Hybrid,Workforce Analyst I,2013-03-05,Brand 2,Customer Service - Brand 2,5.93,11.45
2002210,2001885,127.0,Hybrid,Customer Service Representative 4,2018-09-11,Brand 2,Customer Service - Brand 2,Site Critical,"Director, Manufacturing",2017-08-28,Operations,Manufacturing-Brand 1,5.93,6.96
3023032,3031524,19.0,Fully Remote,Sr. Software Development Engineer II,2022-07-18,Corporate,Engineering - Brand 2,Fully Remote,"Director, Engineering",2022-11-28,Corporate,Engineering - Brand 2,2.07,1.71
3023032,3037311,19.0,Fully Remote,Sr. Software Development Engineer II,2022-07-18,Corporate,Engineering - Brand 2,Fully Remote,Sr. Principal Software Development Engineer,2023-08-28,Corporate,Engineering - Brand 2,2.07,0.96
3023032,3034698,19.0,Fully Remote,Sr. Software Development Engineer II,2022-07-18,Corporate,Engineering - Brand 2,Fully Remote,Sr. Software Development Engineer I,2023-07-10,Corporate,Engineering - Brand 2,2.07,1.1
3023032,2002605,19.0,Fully Remote,Sr. Software Development Engineer II,2022-07-18,Corporate,Engineering - Brand 2,Hybrid,Product Manager,2016-03-02,Corporate,Engineering - Brand 2,2.07,8.45
3023032,2003186,19.0,Fully Remote,Sr. Software Development Engineer II,2022-07-18,Corporate,Engineering - Brand 2,Hybrid,Product Specialist II,2014-03-26,Corporate,Engineering - Brand 2,2.07,10.39
3020739,2002939,6988.0,Fully Remote,"Manager, Product Sourcing",2022-03-28,Brand 2,Product Merchandising - Brand 2,Hybrid,Product Sourcing Analyst II,2020-11-30,Brand 2,Product Merchandising - Brand 2,2.38,3.7
3020739,2003174,4530.0,Fully Remote,"Manager, Product Sourcing",2022-03-28,Brand 2,Product Merchandising - Brand 2,Hybrid,Buyer II,2018-04-05,Corporate,Supply Chain,2.38,6.36
3020739,2003155,3556.0,Fully Remote,"Manager, Product Sourcing",2022-03-28,Brand 2,Product Merchandising - Brand 2,Hybrid,"Director, Business Line",2018-11-05,Brand 2,Product Merchandising - Brand 2,2.38,5.78
3020739,2003209,2893.0,Fully Remote,"Manager, Product Sourcing",2022-03-28,Brand 2,Product Merchandising - Brand 2,Hybrid,"Manager, Merchandising",2015-11-02,Brand 2,Product Merchandising - Brand 2,2.38,8.79
3020739,2002864,1222.0,Fully Remote,"Manager, Product Sourcing",2022-03-28,Brand 2,Product Merchandising - Brand 2,Hybrid,Sr. Environmental Health & Safety Manager,2019-04-29,Operations,Environmental Health & Safety,2.38,5.3
3020739,2002027,673.0,Fully Remote,"Manager, Product Sourcing",2022-03-28,Brand 2,Product Merchandising - Brand 2,Site Critical,Production Manager,2016-02-22,Operations,Manufacturing-Brand 1,2.38,8.48
3020739,2001896,521.0,Fully Remote,"Manager, Product Sourcing",2022-03-28,Brand 2,Product Merchandising - Brand 2,Site Critical,"Spvsr, Lab Process II",2015-09-21,Operations,Manufacturing-Brand 1,2.38,8.9
3020739,2002247,437.0,Fully Remote,"Manager, Product Sourcing",2022-03-28,Brand 2,Product Merchandising - Brand 2,Site Critical,Production Manager,2017-02-06,Operations,Manufacturing-Brand 1,2.38,7.52
3020739,2001171,308.0,Fully Remote,"Manager, Product Sourcing",2022-03-28,Brand 2,Product Merchandising - Brand 2,Site Critical,"Spvsr, Lab Process II",2010-05-24,Operations,Manufacturing-Brand 1,2.38,14.23
2002939,3020739,4879.0,Hybrid,Product Sourcing Analyst II,2020-11-30,Brand 2,Product Merchandising - Brand 2,Fully Remote,"Manager, Product Sourcing",2022-03-28,Brand 2,Product Merchandising - Brand 2,3.7,2.38
2002939,2003174,1940.0,Hybrid,Product Sourcing Analyst II,2020-11-30,Brand 2,Product Merchandising - Brand 2,Hybrid,Buyer II,2018-04-05,Corporate,Supply Chain,3.7,6.36
2002939,3025972,391.0,Hybrid,Product Sourcing Analyst II,2020-11-30,Brand 2,Product Merchandising - Brand 2,Fully Remote,Sr. Account Service Manager I,2022-08-22,Brand 2,Sales - Brand 2,3.7,1.98
2002939,2003112,378.0,Hybrid,Product Sourcing Analyst II,2020-11-30,Brand 2,Product Merchandising - Brand 2,Hybrid,Sr. Account Service Manager I,2021-05-10,Brand 2,Sales - Brand 2,3.7,3.26
2003137,2003173,664.0,Hybrid,"Spvsr, Customer Service I",2013-03-04,Brand 2,Customer Service - Brand 2,Hybrid,"Sr. Manager, Customer Service",2014-03-24,Brand 2,Customer Service - Brand 2,11.45,10.4
2003137,2003036,408.0,Hybrid,"Spvsr, Customer Service I",2013-03-04,Brand 2,Customer Service - Brand 2,Hybrid,"Director, Sales",2021-02-15,Brand 2,Sales - Brand 2,11.45,3.49
2003137,2003198,165.0,Hybrid,"Spvsr, Customer Service I",2013-03-04,Brand 2,Customer Service - Brand 2,Hybrid,Customer Service Representative 4,2019-08-21,Brand 2,Customer Service - Brand 2,11.45,4.98
2003137,3029349,164.0,Hybrid,"Spvsr, Customer Service I",2013-03-04,Brand 2,Customer Service - Brand 2,Fully Remote,Customer Service Representative 4,2022-10-10,Brand 2,Customer Service - Brand 2,11.45,1.84
2003137,2001289,140.0,Hybrid,"Spvsr, Customer Service I",2013-03-04,Brand 2,Customer Service - Brand 2,Hybrid,Client Services Specialist II,2012-03-15,Operations,Manufacturing-Brand 1,11.45,12.42
2003137,2003112,126.0,Hybrid,"Spvsr, Customer Service I",2013-03-04,Brand 2,Customer Service - Brand 2,Hybrid,Sr. Account Service Manager I,2021-05-10,Brand 2,Sales - Brand 2,11.45,3.26
2003137,3042755,102.0,Hybrid,"Spvsr, Customer Service I",2013-03-04,Brand 2,Customer Service - Brand 2,Fully Remote,"Manager, CRM",2024-01-08,Brand 2,Marketing - Brand 2,11.45,0.6
2003137,3042370,47.0,Hybrid,"Spvsr, Customer Service I",2013-03-04,Brand 2,Customer Service - Brand 2,Fully Remote,"Director, Growth - Brand 2",2023-11-27,Brand 2,Marketing - Brand 2,11.45,0.71
3021660,3031524,2768.0,Hybrid,"Sr. Director, eCommerce",2022-05-09,Corporate,Engineering - Brand 2,Fully Remote,"Director, Engineering",2022-11-28,Corporate,Engineering - Brand 2,2.27,1.71
3021660,3040598,1778.0,Hybrid,"Sr. Director, eCommerce",2022-05-09,Corporate,Engineering - Brand 2,Fully Remote,"VP, GM Brand 2",2023-10-04,Corporate,Leadership,2.27,0.86
3021660,2002605,1579.0,Hybrid,"Sr. Director, eCommerce",2022-05-09,Corporate,Engineering - Brand 2,Hybrid,Product Manager,2016-03-02,Corporate,Engineering - Brand 2,2.27,8.45
3021660,3027478,1492.0,Hybrid,"Sr. Director, eCommerce",2022-05-09,Corporate,Engineering - Brand 2,Fully Remote,Product Manager,2022-09-12,Corporate,Engineering - Brand 2,2.27,1.92
3021660,2003191,807.0,Hybrid,"Sr. Director, eCommerce",2022-05-09,Corporate,Engineering - Brand 2,Hybrid,"Director, Finance",2017-08-07,Corporate,Finance,2.27,7.02
3021660,3029814,769.0,Hybrid,"Sr. Director, eCommerce",2022-05-09,Corporate,Engineering - Brand 2,Fully Remote,"Director, UX Design",2022-10-31,Corporate,Engineering - Brand 2,2.27,1.79
3021660,3042739,710.0,Hybrid,"Sr. Director, eCommerce",2022-05-09,Corporate,Engineering - Brand 2,Fully Remote,Sr. Principal Data Engineer,2024-01-16,Corporate,Engineering - Brand 2,2.27,0.58
3021660,2002394,664.0,Hybrid,"Sr. Director, eCommerce",2022-05-09,Corporate,Engineering - Brand 2,Hybrid,"Manager, Product Management",2015-03-13,Corporate,Engineering - Brand 2,2.27,9.43
3021660,3043957,620.0,Hybrid,"Sr. Director, eCommerce",2022-05-09,Corporate,Engineering - Brand 2,Fully Remote,"SVP, Chief Product and Technology Officer",2024-03-25,Corporate,Leadership,2.27,0.39
3025961,2002838,9.0,Fully Remote,Sr. Software Development Engineer I,2022-08-29,Corporate,Engineering - Brand 2,Hybrid,Principal Software Development Engineer,2021-07-26,Corporate,Engineering - Brand 2,1.96,3.05
3025961,3021660,9.0,Fully Remote,Sr. Software Development Engineer I,2022-08-29,Corporate,Engineering - Brand 2,Hybrid,"Sr. Director, eCommerce",2022-05-09,Corporate,Engineering - Brand 2,1.96,2.27
2003186,3021660,905.0,Hybrid,Product Specialist II,2014-03-26,Corporate,Engineering - Brand 2,Hybrid,"Sr. Director, eCommerce",2022-05-09,Corporate,Engineering - Brand 2,10.39,2.27
2003186,2002605,545.0,Hybrid,Product Specialist II,2014-03-26,Corporate,Engineering - Brand 2,Hybrid,Product Manager,2016-03-02,Corporate,Engineering - Brand 2,10.39,8.45
2003186,2002394,241.0,Hybrid,Product Specialist II,2014-03-26,Corporate,Engineering - Brand 2,Hybrid,"Manager, Product Management",2015-03-13,Corporate,Engineering - Brand 2,10.39,9.43
2003186,3027478,231.0,Hybrid,Product Specialist II,2014-03-26,Corporate,Engineering - Brand 2,Fully Remote,Product Manager,2022-09-12,Corporate,Engineering - Brand 2,10.39,1.92
2003186,3023646,105.0,Hybrid,Product Specialist II,2014-03-26,Corporate,Engineering - Brand 2,Fully Remote,Product Specialist II,2022-08-01,Corporate,Engineering - Brand 2,10.39,2.04
2003186,2003000,102.0,Hybrid,Product Specialist II,2014-03-26,Corporate,Engineering - Brand 2,Fully Remote,Sr. Product Specialist I,2013-02-11,Corporate,Engineering - Brand 2,10.39,11.51
3043751,2003209,429.0,Hybrid,Merchandising Specialist II,2024-03-18,Brand 2,Product Merchandising - Brand 2,Hybrid,"Manager, Merchandising",2015-11-02,Brand 2,Product Merchandising - Brand 2,0.41,8.79
3043751,2003155,319.0,Hybrid,Merchandising Specialist II,2024-03-18,Brand 2,Product Merchandising - Brand 2,Hybrid,"Director, Business Line",2018-11-05,Brand 2,Product Merchandising - Brand 2,0.41,5.78
3043751,2003018,85.0,Hybrid,Merchandising Specialist II,2024-03-18,Brand 2,Product Merchandising - Brand 2,Hybrid,"Sr. Manager, Merchandising",2015-03-04,Brand 2,Product Merchandising - Brand 2,0.41,9.45
3043751,2002939,84.0,Hybrid,Merchandising Specialist II,2024-03-18,Brand 2,Product Merchandising - Brand 2,Hybrid,Product Sourcing Analyst II,2020-11-30,Brand 2,Product Merchandising - Brand 2,0.41,3.7
3043751,2002605,83.0,Hybrid,Merchandising Specialist II,2024-03-18,Brand 2,Product Merchandising - Brand 2,Hybrid,Product Manager,2016-03-02,Corporate,Engineering - Brand 2,0.41,8.45
3043751,3033414,83.0,Hybrid,Merchandising Specialist II,2024-03-18,Brand 2,Product Merchandising - Brand 2,Fully Remote,Sr. Merchandising Specialist I,2023-04-10,Brand 2,Product Merchandising - Brand 2,0.41,1.35
3043751,3045090,49.0,Hybrid,Merchandising Specialist II,2024-03-18,Brand 2,Product Merchandising - Brand 2,Hybrid,CRM Manager II,2024-07-08,Brand 2,Marketing - Brand 2,0.41,0.1
3043751,3042370,48.0,Hybrid,Merchandising Specialist II,2024-03-18,Brand 2,Product Merchandising - Brand 2,Fully Remote,"Director, Growth - Brand 2",2023-11-27,Brand 2,Marketing - Brand 2,0.41,0.71
2003064,2003144,130.0,Hybrid,Sr. Software Development Engineer I,2015-10-28,Corporate,Engineering - Brand 2,Hybrid,Principal Software Development Engineer,2014-06-23,Corporate,Engineering - Brand 2,8.8,10.15
2003064,2003175,84.0,Hybrid,Sr. Software Development Engineer I,2015-10-28,Corporate,Engineering - Brand 2,Hybrid,"Sr. Manager, Engineering",2016-01-26,Corporate,Engineering - Brand 2,8.8,8.55
2003064,2002394,83.0,Hybrid,Sr. Software Development Engineer I,2015-10-28,Corporate,Engineering - Brand 2,Hybrid,"Manager, Product Management",2015-03-13,Corporate,Engineering - Brand 2,8.8,9.43
2003064,2002955,57.0,Hybrid,Sr. Software Development Engineer I,2015-10-28,Corporate,Engineering - Brand 2,Hybrid,Sr. Software Development Engineer I,2014-03-12,Corporate,Engineering - Brand 2,8.8,10.43
2003064,2003217,47.0,Hybrid,Sr. Software Development Engineer I,2015-10-28,Corporate,Engineering - Brand 2,Hybrid,Principal Software Development Engineer,2019-02-21,Corporate,Engineering - Brand 2,8.8,5.48
2003064,3027478,27.0,Hybrid,Sr. Software Development Engineer I,2015-10-28,Corporate,Engineering - Brand 2,Fully Remote,Product Manager,2022-09-12,Corporate,Engineering - Brand 2,8.8,1.92
2003064,3022052,19.0,Hybrid,Sr. Software Development Engineer I,2015-10-28,Corporate,Engineering - Brand 2,Hybrid,"Manager, Product Management",2022-05-23,Corporate,Technology,8.8,2.23
2003064,3023646,19.0,Hybrid,Sr. Software Development Engineer I,2015-10-28,Corporate,Engineering - Brand 2,Fully Remote,Product Specialist II,2022-08-01,Corporate,Engineering - Brand 2,8.8,2.04
3034698,2001659,1.0,Fully Remote,Sr. Software Development Engineer I,2023-07-10,Corporate,Engineering - Brand 2,Hybrid,"Sr. Director, Platform Architecture",2014-09-15,Corporate,Technology,1.1,9.92
3034698,2001504,1.0,Fully Remote,Sr. Software Development Engineer I,2023-07-10,Corporate,Engineering - Brand 2,Hybrid,"Director, Network Systems",2013-11-04,Corporate,Technology,1.1,10.78
3034698,2001556,1.0,Fully Remote,Sr. Software Development Engineer I,2023-07-10,Corporate,Engineering - Brand 2,Hybrid,"VP, CISO",2014-03-24,Corporate,Technology,1.1,10.4
2003109,2003156,1294.0,Fully Remote,Lead Customer Service Representative 5,2021-01-25,Brand 2,Customer Service - Brand 2,Hybrid,"Manager, Customer Service",2015-03-09,Brand 2,Customer Service - Brand 2,3.55,9.44
2003109,2003173,1191.0,Fully Remote,Lead Customer Service Representative 5,2021-01-25,Brand 2,Customer Service - Brand 2,Hybrid,"Sr. Manager, Customer Service",2014-03-24,Brand 2,Customer Service - Brand 2,3.55,10.4
2003109,3042755,39.0,Fully Remote,Lead Customer Service Representative 5,2021-01-25,Brand 2,Customer Service - Brand 2,Fully Remote,"Manager, CRM",2024-01-08,Brand 2,Marketing - Brand 2,3.55,0.6
2003109,2002910,20.0,Fully Remote,Lead Customer Service Representative 5,2021-01-25,Brand 2,Customer Service - Brand 2,Hybrid,Customer Service Representative 4,2020-05-26,Brand 2,Customer Service - Brand 2,3.55,4.22
2003109,2001289,9.0,Fully Remote,Lead Customer Service Representative 5,2021-01-25,Brand 2,Customer Service - Brand 2,Hybrid,Client Services Specialist II,2012-03-15,Operations,Manufacturing-Brand 1,3.55,12.42
2002936,2003193,134.0,Hybrid,Customer Service Representative 4,2020-08-10,Brand 2,Customer Service - Brand 2,Hybrid,"Spvsr, Customer Service I",2020-08-10,Brand 2,Customer Service - Brand 2,4.01,4.01
2002936,2002166,36.0,Hybrid,Customer Service Representative 4,2020-08-10,Brand 2,Customer Service - Brand 2,Hybrid,Partner Marketing Specialist I,2014-09-29,Brand 2,Marketing - Brand 2,4.01,9.88
2002936,2003156,34.0,Hybrid,Customer Service Representative 4,2020-08-10,Brand 2,Customer Service - Brand 2,Hybrid,"Manager, Customer Service",2015-03-09,Brand 2,Customer Service - Brand 2,4.01,9.44
2002936,2003173,28.0,Hybrid,Customer Service Representative 4,2020-08-10,Brand 2,Customer Service - Brand 2,Hybrid,"Sr. Manager, Customer Service",2014-03-24,Brand 2,Customer Service - Brand 2,4.01,10.4
2002936,2002643,19.0,Hybrid,Customer Service Representative 4,2020-08-10,Brand 2,Customer Service - Brand 2,Hybrid,"Manager, Marketing",2021-05-03,Brand 2,Marketing - Brand 2,4.01,3.28
2002936,2002680,19.0,Hybrid,Customer Service Representative 4,2020-08-10,Brand 2,Customer Service - Brand 2,Hybrid,Collaborations Specialist I,2020-06-16,Brand 2,Marketing - Brand 2,4.01,4.16
2002936,3028421,18.0,Hybrid,Customer Service Representative 4,2020-08-10,Brand 2,Customer Service - Brand 2,Site Critical,Office Administrator 2,2022-09-26,Operations,Environmental Health & Safety,4.01,1.88
2003180,2003193,90.0,Hybrid,Customer Service Representative 4,2019-08-20,Brand 2,Customer Service - Brand 2,Hybrid,"Spvsr, Customer Service I",2020-08-10,Brand 2,Customer Service - Brand 2,4.99,4.01
2003180,2001171,52.0,Hybrid,Customer Service Representative 4,2019-08-20,Brand 2,Customer Service - Brand 2,Site Critical,"Spvsr, Lab Process II",2010-05-24,Operations,Manufacturing-Brand 1,4.99,14.23
2003180,2002271,37.0,Hybrid,Customer Service Representative 4,2019-08-20,Brand 2,Customer Service - Brand 2,Site Critical,Order Expediter 4,2017-04-10,Operations,Manufacturing-Brand 1,4.99,7.35
2003180,3019842,29.0,Hybrid,Customer Service Representative 4,2019-08-20,Brand 2,Customer Service - Brand 2,Hybrid,Client Services Coordinator II,2022-02-14,Operations,Manufacturing-Brand 1,4.99,2.5
2003180,2002247,19.0,Hybrid,Customer Service Representative 4,2019-08-20,Brand 2,Customer Service - Brand 2,Site Critical,Production Manager,2017-02-06,Operations,Manufacturing-Brand 1,4.99,7.52
2003173,3040598,1569.0,Hybrid,"Sr. Manager, Customer Service",2014-03-24,Brand 2,Customer Service - Brand 2,Fully Remote,"VP, GM Brand 2",2023-10-04,Corporate,Leadership,10.4,0.86
2003173,2003156,886.0,Hybrid,"Sr. Manager, Customer Service",2014-03-24,Brand 2,Customer Service - Brand 2,Hybrid,"Manager, Customer Service",2015-03-09,Brand 2,Customer Service - Brand 2,10.4,9.44
2003173,2003036,834.0,Hybrid,"Sr. Manager, Customer Service",2014-03-24,Brand 2,Customer Service - Brand 2,Hybrid,"Director, Sales",2021-02-15,Brand 2,Sales - Brand 2,10.4,3.49
2003173,2003155,826.0,Hybrid,"Sr. Manager, Customer Service",2014-03-24,Brand 2,Customer Service - Brand 2,Hybrid,"Director, Business Line",2018-11-05,Brand 2,Product Merchandising - Brand 2,10.4,5.78
2003173,2003137,545.0,Hybrid,"Sr. Manager, Customer Service",2014-03-24,Brand 2,Customer Service - Brand 2,Hybrid,"Spvsr, Customer Service I",2013-03-04,Brand 2,Customer Service - Brand 2,10.4,11.45
2003173,2002027,452.0,Hybrid,"Sr. Manager, Customer Service",2014-03-24,Brand 2,Customer Service - Brand 2,Site Critical,Production Manager,2016-02-22,Operations,Manufacturing-Brand 1,10.4,8.48
2003173,2002271,344.0,Hybrid,"Sr. Manager, Customer Service",2014-03-24,Brand 2,Customer Service - Brand 2,Site Critical,Order Expediter 4,2017-04-10,Operations,Manufacturing-Brand 1,10.4,7.35
2003173,2003000,320.0,Hybrid,"Sr. Manager, Customer Service",2014-03-24,Brand 2,Customer Service - Brand 2,Fully Remote,Sr. Product Specialist I,2013-02-11,Corporate,Engineering - Brand 2,10.4,11.51
2003173,2002210,292.0,Hybrid,"Sr. Manager, Customer Service",2014-03-24,Brand 2,Customer Service - Brand 2,Hybrid,Customer Service Representative 4,2018-09-11,Brand 2,Customer Service - Brand 2,10.4,5.93
2003198,2003173,114.0,Hybrid,Customer Service Representative 4,2019-08-21,Brand 2,Customer Service - Brand 2,Hybrid,"Sr. Manager, Customer Service",2014-03-24,Brand 2,Customer Service - Brand 2,4.98,10.4
2003198,2003137,67.0,Hybrid,Customer Service Representative 4,2019-08-21,Brand 2,Customer Service - Brand 2,Hybrid,"Spvsr, Customer Service I",2013-03-04,Brand 2,Customer Service - Brand 2,4.98,11.45
2003198,2002271,47.0,Hybrid,Customer Service Representative 4,2019-08-21,Brand 2,Customer Service - Brand 2,Site Critical,Order Expediter 4,2017-04-10,Operations,Manufacturing-Brand 1,4.98,7.35
2003198,3029349,46.0,Hybrid,Customer Service Representative 4,2019-08-21,Brand 2,Customer Service - Brand 2,Fully Remote,Customer Service Representative 4,2022-10-10,Brand 2,Customer Service - Brand 2,4.98,1.84
2003198,2002210,43.0,Hybrid,Customer Service Representative 4,2019-08-21,Brand 2,Customer Service - Brand 2,Hybrid,Customer Service Representative 4,2018-09-11,Brand 2,Customer Service - Brand 2,4.98,5.93
2003198,2002599,37.0,Hybrid,Customer Service Representative 4,2019-08-21,Brand 2,Customer Service - Brand 2,Site Critical,"Director, Quality",2018-06-04,Operations,Manufacturing-Brand 1,4.98,6.2
